축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제32회 시민의 날 문화행사,오산종합운동장,2020-09-25,2020-09-26,축하공연 등,오산시,오산시,오산시,031-8036-7613,http://www.osan.go.kr,,경기도 오산시 경기동로 15,경기도 오산시 오산동 49,37.15685632,127.0726163,2020-06-01,4000000,경기도 오산시
제10회 오산 독산성 문화제,독산성 및 고인돌 공원,2020-10-16,2020-10-18,"권율장군을 주제로 한 공연, 전시, 체험 등",(재)오산문화재단,오산시,,031-379-9923,http://www.doksanseong.kr,,경기도 오산시 독산성로269번길 144,경기도 오산시 지곶동 150,37.183615,127.0197889163,2020-06-01,4000000,경기도 오산시
2020  제14회 종합예술제,"문예회관, 미술관",2020-10-04,2020-12-31,"공연, 문화예술체험, 예술전시",(사)한국예총 오산지회,(사)한국예총 오산지회,오산시,031-8036-7613,http://osanart.kr/,,경기도 오산시 현충로 100,경기도 오산시 은계동 7-7,37.16022346,127.077061,2020-06-01,4000000,경기도 오산시
2020 오산 통기타 페스티벌,오산종합운동장,2020-09-25,2020-09-26,"통기타 콘서트, 1인1악기 퍼포먼스 등",오산시,오산시,,031-8036-7612,,,경기도 오산시 경기동로 15,경기도 오산시 오산동 49,37.15685632,127.0726163,2020-06-01,4000000,경기도 오산시
제5회 인선왕후 축제,매꼴어린이공원,2020-09-12,2020-09-12,인선왕후 선발대회 및 퍼레이드,인선왕후축제 추진위원회,인선왕후축제 추진위원회,,031-310-4758,,,미정,,,,2020-06-01,4010000,경기도 시흥시
제21회 청양고추.구기자축제,백세공원일원,2020-09-04,2020-09-06,"고추판매 및 체험프로그램, 공연 등",청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-2302,www.cygg.kr,"백세공원,청양고추시장, 청양시장",,충청남도 청양군 청양읍 읍내리 404-1,36.446571,126.804563,2020-05-18,4590000,충청남도 청양군
진해군항제,중원로터리 및 진해구 일원,2018-04-01,2018-04-10,"추모대제, 승전행사, 불꽃쇼, 문화예술행사",진해군항제축제위원회,창원시,,,,,,경상남도 창원시 진해구 평안동 10,35.149423,128.659757,2020-01-01,5670000,경상남도 창원시
진해군악의장페스티벌,진해공설운동장,2018-04-06,2018-04-08,"개막행사, 주공연장 마칭공연, 프린지공연",(사)진해세계군악의장페스티벌추진위원회,창원시,,,,,경상남도 창원시 진해구 충무로 43(도만동),,35.14836103,128.6554537,2020-01-01,5670000,경상남도 창원시
마산가고파국화축제,마산어시장 장어거리 앞 및 창동?오동동 일원,2018-10-26,2018-11-09,"국향대전,전시행사,경연행사 등",마산가고파국화축제위원회,창원시,,,,,,경상남도 창원시 마산합포구 신포동2가 118,35.186741,128.564277,2020-01-01,5670000,경상남도 창원시
제56회 수원화성문화제,"화성행궁, 행궁광장, 연무대 등 수원화성 일원",2019-10-03,2019-10-06,제56회 수원화성문화제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,경기도 수원시 팔달구 행궁로 11 (남창동),,37.2809881,127.0152227,2020-03-16,3740000,경기도 수원시
2019 수원등불축제,수원천,2019-10-03,2019-10-06,수원사랑 등불축제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,경기도 수원시 팔달구 수원천로392번길 44-6 (방화수류정),,37.2875400,127.0180850,2020-03-16,3740000,경기도 수원시
2017 음식 문화축제,화성행궁주차장,2017-09-22,2017-09-24,"한중일 음식코너, 요리경연대회 및 체험행사",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.2818820,127.0143930,2020-03-16,3740000,경기도 수원시
2018 음식 문화축제,화성행궁주차장,2018-10-05,2018-10-07,"한중일 음식코너, 국제 자매도시 조리사 초청 음식전, 요리경연대회 및 무대공연",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.2818820,127.0143930,2020-03-16,3740000,경기도 수원시
2019 음식 문화축제,신풍지구남측부지(구 우체국 자리),2019-10-03,2019-10-06,"국제 자매도시 조리사 초청 음식전, 음식문화개선 홍보관 등",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.2818820,127.0143930,2020-03-16,3740000,경기도 수원시
속리산 신화여행축제,"속리산 잔디공원, 법주사 일원",2020-07-31,2020-08-02,"천왕봉 산신제, 민속예술경연대회, 비빔밥 파티 등",속리산 신화여행축제 추진위원회,"보은군, 법주사",보은군,043-540-3754,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_03/view.do?cntno=28,,,충청북도 보은군 속리산면 사내리 203-1,36.53271475,127.8247988,2020-06-02,4420000,충청북도 보은군
보은대추축제,보은읍 뱃들공원,2020-10-16,2020-10-25,"각종 문화예술공연 및 체험전시, 대추 및 농특산물 전시판매, 전국 민속 소싸움 대회 등",충청북도 보은군-군청,보은대추축제추진위원회,,043-540-3392,http://www.tourboeun.go.kr/prog/tursmCn/tour/sub02_01_01/view.do?cntno=29,,,충청북도 보은군 보은읍 이평리 175-1,36.48629611,127.723402,2020-06-02,4420000,충청북도 보은군
정서진 해넘이 축제,인천 서구 정서진,2020-12-31,2020-12-31,"일몰이벤트, 축하공연",인천광역시 서구문화원,인천광역시 서구,,032-560-5933,http://www.seo.incheon.kr/,,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843765,126.6074637,2020-04-27,3560000,인천광역시 서구
부산 차이나타운특구 문화축제,"부산역 광장, 차이나타운특구 일원",2020-10-16,2020-10-18,"볼거리, 먹거리, 체험 프로그램 구성,중국문화원, 중국유학생 등 다양한 채널을 통한 중국전통공연과 한국을 대표할 수 있는 문화공연 및 체험 등 배치",부산차이나타운축제추진위원회,부산 동구,,051-440-4062,http://tour.bsdonggu.go.kr/,,부산광역시 동구 초량중로 36 (초량동),부산광역시 동구 초량동 546,35.11507608,129.0375502,2020-05-26,3270000,부산광역시 동구
제2회 예천국제스마트폰영화제,경북도청 신도시 특설무대,2020-09-19,2020-09-20,"개막식, 시상식, 폐막식",예천국제스마트폰조직위원회,예천군,"문화체육관광부, 경상북도",054-650-6396,http://yisff.kr,,경상북도 예천군 호명면 새움3로 16번길,경상북도 예천군 호명면 산합리 1407,36.5761128263,128.4887714537,2020-05-31,5230000,경상북도 예천군
삼강주막 나루터축제,풍양면 삼강주막,2020-10-01,2020-10-03,"공연, 각종체험 등",㈜예천문화사업단,예천군,경상북도,054-650-6902,https://www.ycg.kr/open.content/tour/festivals/samgang/,,경북 예천군 풍양면 삼강리길 27,경상북도 예천군 풍양면 삼강리 166-1,36.5633512779,128.2981322758,2020-05-31,5230000,경상북도 예천군
이천쌀문화축제,이천시 설봉공원,2020-10-22,2020-10-25,공연+농촌체험+농산물판매,이천쌀문화축제추진위원회,이천시,경기도,031-645-3093,http://www.recefestival.or.kr,설봉산+한국도자재단,경기도 이천시 경충대로2697번길 306,경기도 이천시 관고동 485번지,37.27793778,127.4269268,2020-03-06,4070000,경기도 이천시
보성전어축제,율포솔밭해수풀장,2019-08-24,2019-08-25,"전어잡기,체험 등",보성전어축제추진위원회,보성전어축제추진위원회,보성군,061-850-8395,http://www.boseong.go.kr/tour/festivity/gizzard_shad,,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.6700298,127.0890226,2020-06-08,4890000,전라남도 보성군
이천도자기축제,이천시 신둔면 예스파크,2020-08-29,2020-09-06,도자기전시+체험,이천시도자기축제추진위원회,이천시,경기도,031-645-3094,http://www.ceramic.or.kr,예스파크(이천도자예술마을) +사기막골도예촌+월전미술관+이천세라피아+이천시립박물관+미란다호텔스파+테르메덴,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6번지,37.29309775,127.385686,2020-03-06,4070000,경기도 이천시
햇사레장호원복숭아축제,장호원햇사레산지유통센터,2019-09-20,2019-09-22,복숭아축제,"장호원농협, 경기동부과수농협 공동 주관",장호원복숭아축제 추진위원회,이천시 및 장호원기관단체,031-643-0045,http://www.peachfestival.co.kr,축제 행사+수확체험+직판행사 등,경기도 이천시 장호원읍 서동대로8759번길 117,경기도 이천시 장호원읍 장호원리 332-4번지,37.11809864,127.6121816,2020-03-06,4070000,경기도 이천시
이천인삼축제,이천시 설봉공원,2020-10-30,2020-11-01,인삼판매+먹거리장터+농산물판매,경기동부인삼농협,이천인삼축제추진위원회,이천시,031-645-3094,http://www.kginsam.nonghyup.com,설봉산+이천인삼,경기도 이천시 경충대로2697번길 306,경기도 이천시 관고동 485번지,37.27793778,127.4269268,2020-03-06,4070000,경기도 이천시
설봉산별빛축제,설봉공원야외대공연장,2019-07-13,2019-08-24,대중예술공연(총 7회공연),(사)이천예총,이천시,이천시,031-634-7300,http://www.2000art.or.kr,"설봉공원(1회 개막공연~6회공연), 장호원 복숭아축제장(7회 폐막공연)",경기도 이천시 경충대로2697번길 304,경기도 이천시 관고동 393-1번지,37.27792699,127.425921,2020-03-06,4070000,경기도 이천시
체험문화축제,이천시 설봉공원,2019-05-25,2019-05-26,음식만들기+공예체험+스포츠 놀이체험,(사)이천농촌나드리,이천시,이천시,031-636-2723,http://www.2000green.com,설봉공원+이천농촌나드리,경기도 이천시 경충대로2697번길 306,경기도 이천시 관고동 485번지,37.27793778,127.4269268,2020-03-06,4070000,경기도 이천시
이천백사산수유꽃축제,"백사면 도립리, 송말리, 경사리일원",2019-03-29,2019-03-31,공연+체험+산수유제품판매,이천백사산수유꽃축제추진위원회,이천시,이천시,031-631-2104,http://www.2104sansooyou.com,"반룡송+경사리벽화마을, 원적산, 영원사, 송말리 연당, 김좌근 고택, 검바위 공원",경기도 이천시 백사면 원적로775번길 17,경기도 이천시 백사면 도립리 1006-1번지,37.34077593,127.4622972,2020-03-06,4070000,경기도 이천시
이천국제일루전페스티벌,이천시 설봉공원,2020-09-18,2020-09-19,일루전공연+체험+일루전 관련 제품 홍보,이천국제일루전페스티벌 조직위원회,이천시,이천시,031-645-1991,-,일루전+AR+VR+매직,경기도 이천시 경충대로2697번길 306,경기도 이천시 경충대로2697번길 306,37.27793778,127.4269268,2020-05-20,4070000,경기도 이천시
영도구룡축제,동삼1동 주민센터 및 영도여고 뒤편 함지로 일원,2020-01-01,2020-12-31,"각종 문화공연, 구룡가요제, 벚꽃길 걷기대회, 전시, 체험부스 운영 등",영도구룡축제추진위원회,동삼1동발전협의회,,051-419-4852,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 중리로 44-1,부산광역시 영도구 동삼동 510-23,35.0749124,129.0684034,2020-06-02,3280000,부산광역시 영도구
동삼풍어제,동삼동 하리항 입구 선착장,2020-01-01,2020-12-31,"지신밟기, 바라품, 개회식, 살풀이등 풍어제, 12계단 작두",동삼어촌계 풍어제추진위원회,동삼어촌계 풍어제추진위원회,,051-405-0204,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 하리해안길 12,부산광역시 영도구 동삼동 769-1,35.06937472,129.0809397,2020-06-02,3280000,부산광역시 영도구
발복기원제,봉래산 헬기장,2020-06-11,2020-06-11,"개회식, 기원제, 길놀이, 의식공연, 음복례 등",봉래산발복기원제추진위원회,봉래산발복기원제추진위원회,,051-419-4064,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 벚꽃길,부산광역시 영도구 청학동,35.0819541,129.0552017,2020-06-02,3280000,부산광역시 영도구
제15회 수국꽃 문화축제,태종대 내 태종사 일원,2020-01-01,2020-12-31,"개막식, 수국꽃 관람, 꽃밭포토존, 꽃밭버스킹, 꽃밭냉면시식회, 힐링체험프로그램(6종), 아트(프리)마켓 운영",수국축제추진위원회,대한불교조계종 태종사,"부산광역시, 영도구, 부산시설공단, 부산관광공사",051-419-4064,http://www.yeongdo.go.kr/main.web,,부산광역시 영도구 전망로 119,부산광역시 영도구 동삼동 산29-4,35.05597301,129.0897518,2020-06-02,3280000,부산광역시 영도구
남해1973축제,남해각&남해대교 일원,2020-09-05,2020-09-05,"남해각 개관식, 남해대교 걷기, 공연, 불꽃놀이 등",경상남도 남해군,경상남도 남해군,,,http://tour.namhae.go.kr/main.web,남해대교,경상남도 남해군 설천면 남해대로 4216,경상남도 남해군 설천면 노량리 443-18,34.94075316,127.872403,2020-06-19,5430000,경상남도 남해군
코로나로 미정(감악문화축제),남면,2019-09-08,2019-09-08,지역축제,남면사회단체협의회,남면사회단체협의회,,031-867-5683,-,"주변관광지-감악산, 조소앙선생기념관, 맹골마을, 초록지기 등",경기도 양주시 남면 감악산로244번길 169,경기도 양주시 남면 신산리333-9,37.89321812,126.9745793,2020-06-16,5590000,경기도 양주시
코로나로 미정(2020 양주 천만송이 천일홍 축제),양주2동,2019-09-21,2019-09-22,지역축제,양주시,양주시,,031-8082-5655,https://www.yangju.go.kr/festival/index.do,,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833,2020-06-16,5590000,경기도 양주시
사하예술제,을숙도문화회관 일원,2020-10-18,2020-10-24,"전시, 공연, 체험프로그램, 연계 행사 등",사하구,사하구,,051-220-4062,https://www.saha.go.kr/tour/contents.do?mId=0202020000,,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,35.110059,128.9446777774,2020-06-18,3340000,부산광역시 사하구
감천문화마을 골목축제,감천문화마을 일원,2019-04-26,2019-04-28,"골목나라퍼레이드,청소년프린지어워드, 골목노래자랑, 마을연극 등",(사)감천문화마을 주민협의회,부산광역시 사하구,,051-204-1444,http://www.gamcheon.or.kr,,부산광역시 사하구 감내2로 203,부산광역시 사하구 감천동 1-14,35.0974881493,129.010624,2020-06-18,3340000,부산광역시 사하구
